preprocessing,model,k1,b,query,P@10,R@10,F1@10,AP@all,AP@10,RR,NDCG@10
raw,bm25,0.5,0,77,0.3000,0.5000,0.3750,0.3204,0.2500,0.5000,0.2692
raw,bm25,0.5,0,78,0.2000,0.6667,0.3077,0.5833,0.5000,1.0000,0.6256
raw,bm25,0.5,0,79,0.1000,0.2000,0.1333,0.0305,0.0200,0.1000,0.1262
raw,bm25,0.5,0,80,0.0000,0.0000,0.0000,0.0055,0.0000,0.0040,0.0000
raw,bm25,0.5,0,81,0.1000,0.5000,0.1667,0.5357,0.5000,1.0000,0.2159
raw,bm25,0.5,0,82,0.3000,0.6000,0.4000,0.3490,0.3171,1.0000,0.6023
raw,bm25,0.5,0,83,0.1000,0.2500,0.1429,0.0716,0.0625,0.2500,0.1681
raw,bm25,0.5,0,84,0.2000,0.1818,0.1905,0.2041,0.1061,0.5000,0.1740
raw,bm25,0.5,0,85,0.1000,0.2500,0.1429,0.0466,0.0357,0.1429,0.0860
raw,bm25,0.5,0,86,0.2000,1.0000,0.3333,0.5000,0.5000,0.5000,0.6509
raw,bm25,0.5,0,87,0.0000,0.0000,0.0000,0.0104,0.0000,0.0056,0.0000
raw,bm25,0.5,0,88,0.6000,1.0000,0.7500,0.5494,0.5494,0.3333,0.6385
raw,bm25,0.5,0,89,0.2000,0.3333,0.2500,0.2197,0.1083,0.2500,0.2923
raw,bm25,0.5,0,90,0.3000,0.2308,0.2609,0.2423,0.1227,0.5000,0.2371
raw,bm25,0.5,0,91,0.3000,0.3333,0.3158,0.3028,0.1481,0.5000,0.3652
raw,bm25,0.5,0,92,0.4000,0.3077,0.3478,0.2983,0.1816,0.5000,0.2847
raw,bm25,0.5,0,93,0.1000,1.0000,0.1818,0.3333,0.3333,0.3333,0.5000
raw,bm25,0.5,0,94,0.5000,0.4167,0.4545,0.4530,0.3011,1.0000,0.3595
raw,bm25,0.5,0,95,0.2000,1.0000,0.3333,0.6429,0.6429,1.0000,0.5039
raw,bm25,0.5,0,96,0.7000,0.5385,0.6087,0.4512,0.3929,0.5000,0.6436
raw,bm25,0.5,0,97,0.2000,0.2000,0.2000,0.1665,0.1400,1.0000,0.2917
raw,bm25,0.5,0,98,0.0000,0.0000,0.0000,0.0145,0.0000,0.0385,0.0000
raw,bm25,0.5,0,99,0.1000,0.2500,0.1429,0.0793,0.0625,0.2500,0.1913
raw,bm25,0.5,0,100,0.3000,0.3333,0.3158,0.3034,0.2519,1.0000,0.4764
raw,bm25,0.5,0,101,0.5000,0.8333,0.6250,0.5066,0.4511,1.0000,0.6705
raw,bm25,0.5,0,102,0.1000,0.2500,0.1429,0.1666,0.1250,0.5000,0.1723
raw,bm25,0.5,0,103,0.0000,0.0000,0.0000,0.0400,0.0000,0.0769,0.0000
raw,bm25,0.5,0,104,0.1000,0.2000,0.1333,0.0774,0.0667,0.3333,0.1696
raw,bm25,0.5,0,105,0.2000,0.4000,0.2667,0.3104,0.2333,0.5000,0.4462
raw,bm25,0.5,0,106,0.2000,0.4000,0.2667,0.1933,0.0971,0.2000,0.1733
raw,bm25,0.5,0,107,0.2000,0.2857,0.2353,0.1477,0.0694,0.2000,0.1908
raw,bm25,0.5,0,108,0.5000,0.7143,0.5882,0.7481,0.6321,1.0000,0.7156
raw,bm25,0.5,0,109,0.0000,0.0000,0.0000,0.0257,0.0000,0.0417,0.0000
raw,bm25,0.5,0,110,0.0000,0.0000,0.0000,0.0071,0.0000,0.0058,0.0000
raw,bm25,0.5,0,111,0.1000,0.1429,0.1176,0.1281,0.0357,0.2500,0.0916
raw,bm25,0.5,0,112,0.2000,1.0000,0.3333,0.3500,0.3500,0.5000,0.4596
raw,bm25,0.5,0,113,0.1000,0.2500,0.1429,0.1011,0.0500,0.2000,0.1510
raw,bm25,0.5,0,114,0.0000,0.0000,0.0000,0.0172,0.0000,0.0303,0.0000
raw,bm25,0.5,0,115,0.0000,0.0000,0.0000,0.0533,0.0000,0.0769,0.0000
raw,bm25,0.5,0,116,0.1000,0.2000,0.1333,0.0579,0.0333,0.1667,0.0949
raw,bm25,0.5,0,117,0.0000,0.0000,0.0000,0.0197,0.0000,0.0233,0.0000
raw,bm25,0.5,0,118,0.2000,0.6667,0.3077,0.2059,0.1944,0.2500,0.3668
raw,bm25,0.5,0,119,0.0000,0.0000,0.0000,0.0500,0.0000,0.0500,0.0000
raw,bm25,0.5,0,120,0.2000,0.2222,0.2105,0.3169,0.1296,0.5000,0.3150
raw,bm25,0.5,0,121,0.4000,0.5714,0.4706,0.4192,0.3554,0.5000,0.5096
raw,bm25,0.5,0,122,0.1000,0.1111,0.1053,0.0692,0.0159,0.1429,0.0329
raw,bm25,0.5,0,123,0.0000,0.0000,0.0000,0.0224,0.0000,0.0238,0.0000
raw,bm25,0.5,0,124,0.0000,0.0000,0.0000,0.0034,0.0000,0.0038,0.0000
raw,bm25,0.5,0,125,0.3000,0.1765,0.2222,0.2469,0.1103,1.0000,0.3973
raw,bm25,0.5,0,126,0.2000,0.2500,0.2222,0.2640,0.2500,1.0000,0.5130
raw,bm25,0.5,0,127,0.1000,0.2000,0.1333,0.1054,0.0400,0.2000,0.1153
raw,bm25,0.5,0,128,0.0000,0.0000,0.0000,0.0183,0.0000,0.0294,0.0000
raw,bm25,0.5,0,129,0.4000,0.5714,0.4706,0.3739,0.3452,0.5000,0.5249
raw,bm25,0.5,0,130,0.4000,0.8000,0.5333,0.5357,0.5343,1.0000,0.6862
raw,bm25,0.5,0,131,0.1000,0.1250,0.1111,0.1456,0.0250,0.2000,0.0839
raw,bm25,0.5,0,132,0.5000,0.3333,0.4000,0.5522,0.1963,1.0000,0.4124
raw,bm25,0.5,0,133,0.2000,0.2857,0.2353,0.2700,0.0794,0.3333,0.1930
raw,bm25,0.5,0,134,0.1000,0.5000,0.1667,0.1022,0.0833,0.1667,0.1672
raw,bm25,0.5,0,135,0.5000,0.6250,0.5556,0.4253,0.2316,0.2000,0.2371
raw,bm25,0.5,0,136,0.2000,0.6667,0.3077,0.2569,0.2444,0.3333,0.4652
raw,bm25,0.5,0,137,0.1000,0.2500,0.1429,0.1799,0.1250,0.5000,0.2061
raw,bm25,0.5,0,138,0.1000,0.5000,0.1667,0.1710,0.1667,0.3333,0.3066
raw,bm25,0.5,0,139,0.0000,0.0000,0.0000,0.0052,0.0000,0.0063,0.0000
raw,bm25,0.5,0,140,0.1000,0.1667,0.1250,0.1078,0.0833,0.5000,0.2509
raw,bm25,0.5,0,141,0.2000,0.3333,0.2500,0.4002,0.3333,1.0000,0.5455
raw,bm25,0.5,0,142,0.0000,0.0000,0.0000,0.0013,0.0000,0.0013,0.0000
raw,bm25,0.5,0,143,0.1000,0.5000,0.1667,0.5455,0.5000,1.0000,0.6131
raw,bm25,0.5,0,144,0.4000,0.6667,0.5000,0.3001,0.2194,0.2500,0.3693
raw,bm25,0.5,0,145,0.2000,0.2857,0.2353,0.2110,0.1190,0.3333,0.2485
raw,bm25,0.5,0,146,0.2000,1.0000,0.3333,0.3750,0.3750,0.5000,0.4796
raw,bm25,0.5,0,147,0.4000,0.4000,0.4000,0.2677,0.2171,0.5000,0.4182
raw,bm25,0.5,0,148,0.2000,0.3333,0.2500,0.1431,0.0889,0.2000,0.2550
raw,bm25,0.5,0,149,0.2000,0.1818,0.1905,0.2291,0.1169,1.0000,0.2935
raw,bm25,0.5,0,150,0.2000,1.0000,0.3333,1.0000,1.0000,1.0000,1.0000
raw,bm25,0.5,0,151,0.0000,0.0000,0.0000,0.0133,0.0000,0.0147,0.0000
raw,bm25,0.5,0,152,0.0000,0.0000,0.0000,0.0116,0.0000,0.0133,0.0000
raw,bm25,0.5,0,153,0.1000,0.1429,0.1176,0.1007,0.0476,0.3333,0.0807
raw,bm25,0.5,0,154,0.1000,0.5000,0.1667,0.5417,0.5000,1.0000,0.4693
raw,bm25,0.5,0,155,0.1000,0.1667,0.1250,0.1206,0.0833,0.5000,0.1420
raw,bm25,0.5,0,156,0.6000,0.4286,0.5000,0.4946,0.3683,1.0000,0.5543
raw,bm25,0.5,0,157,0.4000,0.1026,0.1633,0.1995,0.0701,1.0000,0.4155
raw,bm25,0.5,0,158,0.1000,0.1250,0.1111,0.1813,0.1250,1.0000,0.3630
raw,bm25,0.5,0,159,0.0000,0.0000,0.0000,0.0321,0.0000,0.0833,0.0000
raw,bm25,0.5,0,160,0.1000,0.2000,0.1333,0.1239,0.1000,0.5000,0.2484
raw,bm25,0.5,0,161,0.2000,0.3333,0.2500,0.3890,0.3333,1.0000,0.6526
raw,bm25,0.5,0,162,0.2000,0.2500,0.2222,0.1683,0.0729,0.2500,0.1401
raw,bm25,0.5,0,163,0.2000,0.6667,0.3077,0.3100,0.3000,0.5000,0.4776
raw,bm25,0.5,0,164,0.5000,0.6250,0.5556,0.5790,0.5531,1.0000,0.7604
raw,bm25,0.5,0,165,0.2000,1.0000,0.3333,0.3929,0.3929,0.5000,0.5912
raw,bm25,0.5,0,166,0.0000,0.0000,0.0000,0.0313,0.0000,0.0909,0.0000
raw,bm25,0.5,0,167,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6788
raw,bm25,0.5,0,168,0.0000,0.0000,0.0000,0.0467,0.0000,0.0909,0.0000
raw,bm25,0.5,0,169,0.2000,0.5000,0.2857,0.4184,0.4167,1.0000,0.5856
raw,bm25,0.5,0,170,0.2000,0.3333,0.2500,0.2006,0.1167,0.5000,0.2233
raw,bm25,0.5,0,171,0.1000,0.3333,0.1538,0.4513,0.3333,1.0000,0.5695
raw,bm25,0.5,0,172,0.4000,1.0000,0.5714,0.6792,0.6792,0.5000,0.7345
raw,bm25,0.5,0,173,0.2000,1.0000,0.3333,1.0000,1.0000,1.0000,1.0000
raw,bm25,0.5,0,174,0.0000,0.0000,0.0000,0.0384,0.0000,0.0588,0.0000
raw,bm25,0.5,0,175,0.1000,0.2000,0.1333,0.0477,0.0400,0.2000,0.1446
raw,bm25,0.5,0,176,0.1000,0.1429,0.1176,0.0461,0.0238,0.1667,0.1181
raw,bm25,0.5,0,177,0.3000,0.6000,0.4000,0.2272,0.1817,0.2000,0.3563
raw,bm25,0.5,0,178,0.2000,0.5000,0.2857,0.1826,0.1339,0.2500,0.2849
raw,bm25,0.5,0,179,0.2000,0.5000,0.2857,0.1178,0.1125,0.2000,0.2742
raw,bm25,0.5,0,180,0.3000,0.4286,0.3529,0.2605,0.1964,0.5000,0.3109
raw,bm25,0.5,0,181,0.1000,0.2000,0.1333,0.2442,0.2000,1.0000,0.2491
raw,bm25,0.5,0,182,0.2000,1.0000,0.3333,0.3500,0.3500,0.5000,0.5895
raw,bm25,0.5,0,183,0.2000,0.1538,0.1739,0.1657,0.0940,1.0000,0.2489
raw,bm25,0.5,0,184,0.0000,0.0000,0.0000,0.0539,0.0000,0.0625,0.0000
raw,bm25,0.5,0,185,0.6000,0.6667,0.6316,0.8036,0.6111,1.0000,0.8201
raw,bm25,0.5,0,186,0.4000,0.2500,0.3077,0.1368,0.0970,0.3333,0.3309
raw,bm25,0.5,0,187,0.1000,0.1667,0.1250,0.1182,0.0833,0.5000,0.2018
raw,bm25,0.5,0,188,0.3000,0.2727,0.2857,0.1904,0.1250,0.5000,0.3322
raw,bm25,0.5,0,189,0.2000,0.2222,0.2105,0.0984,0.0593,0.2000,0.1782
raw,bm25,0.5,0,190,0.2000,0.4000,0.2667,0.2860,0.2571,1.0000,0.3451
raw,bm25,0.5,0,191,0.2000,0.1538,0.1739,0.2045,0.0346,0.2000,0.1028
raw,bm25,0.5,0,192,0.3000,0.7500,0.4286,0.2791,0.2771,0.3333,0.4694
raw,bm25,0.5,0,193,0.6000,0.6667,0.6316,0.7367,0.6101,1.0000,0.6721
raw,bm25,0.5,0,194,0.3000,0.5000,0.3750,0.4010,0.3194,0.5000,0.4599
raw,bm25,0.5,0,195,0.1000,0.3333,0.1538,0.1119,0.0833,0.2500,0.2021
raw,bm25,0.5,0,196,0.1000,0.0833,0.0909,0.0544,0.0139,0.1667,0.0592
raw,bm25,0.5,0,197,0.2000,0.6667,0.3077,0.4365,0.3889,0.5000,0.5498
raw,bm25,0.5,0,198,0.2000,0.5000,0.2857,0.2351,0.2083,0.5000,0.3591
raw,bm25,0.5,0,199,0.0000,0.0000,0.0000,0.0186,0.0000,0.0250,0.0000
raw,bm25,0.5,0,200,0.2000,0.6667,0.3077,0.4704,0.4667,1.0000,0.6508
raw,bm25,0.5,0,201,0.4000,0.2500,0.3077,0.3668,0.2188,1.0000,0.5849
raw,bm25,0.5,0,202,0.2000,0.1429,0.1667,0.1413,0.1000,1.0000,0.1291
raw,bm25,0.5,0,203,0.2000,0.1429,0.1667,0.1384,0.0833,0.5000,0.2765
raw,bm25,0.5,0,204,0.0000,0.0000,0.0000,0.0333,0.0000,0.0667,0.0000
raw,bm25,0.5,0,205,0.0000,0.0000,0.0000,0.0449,0.0000,0.0714,0.0000
raw,bm25,0.5,0,206,0.2000,0.6667,0.3077,0.2465,0.2444,0.3333,0.4515
raw,bm25,0.5,0,207,0.0000,0.0000,0.0000,0.0059,0.0000,0.0034,0.0000
raw,bm25,0.5,0,208,0.4000,0.6667,0.5000,0.4045,0.3685,0.5000,0.5541
raw,bm25,0.5,0,209,0.1000,0.0833,0.0909,0.1187,0.0417,0.5000,0.1286
raw,bm25,0.5,0,210,0.2000,0.3333,0.2500,0.3216,0.2333,1.0000,0.4358
raw,bm25,0.5,0,211,0.1000,0.0909,0.0952,0.1380,0.0455,0.5000,0.0692
raw,bm25,0.5,0,212,0.6000,0.4286,0.5000,0.5365,0.3589,1.0000,0.5683
raw,bm25,0.5,0,213,0.5000,0.4545,0.4762,0.5178,0.3985,1.0000,0.6020
raw,bm25,0.5,0,214,0.1000,0.2500,0.1429,0.0984,0.0833,0.3333,0.1952
raw,bm25,0.5,0,215,0.0000,0.0000,0.0000,0.0193,0.0000,0.0217,0.0000
raw,bm25,0.5,0,216,0.0000,0.0000,0.0000,0.0024,0.0000,0.0024,0.0000
raw,bm25,0.5,0,217,0.2000,0.1333,0.1600,0.1371,0.0778,0.5000,0.2303
raw,bm25,0.5,0,218,0.4000,0.2667,0.3200,0.1737,0.0971,0.2500,0.2580
raw,bm25,0.5,0,219,0.0000,0.0000,0.0000,0.0275,0.0000,0.0208,0.0000
raw,bm25,0.5,0,220,0.3000,0.1579,0.2069,0.1660,0.0789,0.5000,0.1925
raw,bm25,0.5,0,221,0.4000,0.2222,0.2857,0.1866,0.1111,0.5000,0.2714
raw,bm25,0.5,0,222,0.4000,0.4444,0.4211,0.3314,0.2407,0.5000,0.4311
raw,bm25,0.5,0,223,0.4000,1.0000,0.5714,0.6667,0.6667,1.0000,0.8478
raw,bm25,0.5,0,224,0.3000,0.3750,0.3333,0.2562,0.1510,0.3333,0.2624
raw,bm25,0.5,0,225,0.2000,0.0833,0.1176,0.0731,0.0486,0.5000,0.1454
raw,bm25,0.5,0.75,1,0.5000,0.1786,0.2632,0.1771,0.0988,0.5000,0.2872
raw,bm25,0.5,0.75,2,0.4000,0.1667,0.2353,0.1614,0.1250,1.0000,0.5232
raw,bm25,0.5,0.75,3,0.4000,0.5000,0.4444,0.5554,0.5000,1.0000,0.6479
raw,bm25,0.5,0.75,4,0.1000,0.5000,0.1667,0.5526,0.5000,1.0000,0.6131
raw,bm25,0.5,0.75,5,0.1000,0.2500,0.1429,0.1865,0.0625,0.2500,0.2054
raw,bm25,0.5,0.75,6,0.1000,0.2500,0.1429,0.1060,0.0833,0.3333,0.1633
raw,bm25,0.5,0.75,7,0.2000,0.4000,0.2667,0.2490,0.2333,0.5000,0.3474
raw,bm25,0.5,0.75,8,0.1000,0.0909,0.0952,0.1451,0.0909,1.0000,0.2670
raw,bm25,0.5,0.75,9,0.2000,0.6667,0.3077,0.2589,0.2444,0.3333,0.4162
raw,bm25,0.5,0.75,10,0.1000,0.1250,0.1111,0.1085,0.0625,0.5000,0.1323
raw,bm25,0.5,0.75,11,0.2000,0.2857,0.2353,0.1418,0.0794,0.3333,0.1778
raw,bm25,0.5,0.75,12,0.0000,0.0000,0.0000,0.0490,0.0000,0.0625,0.0000
raw,bm25,0.5,0.75,13,0.0000,0.0000,0.0000,0.0030,0.0000,0.0026,0.0000
raw,bm25,0.5,0.75,14,0.1000,0.5000,0.1667,0.0816,0.0714,0.1429,0.2879
raw,bm25,0.5,0.75,15,0.2000,1.0000,0.3333,1.0000,1.0000,1.0000,0.8597
raw,bm25,0.5,0.75,16,0.1000,0.3333,0.1538,0.1868,0.1111,0.3333,0.1900
raw,bm25,0.5,0.75,17,0.1000,0.5000,0.1667,0.1383,0.1250,0.2500,0.3032
raw,bm25,0.5,0.75,18,0.1000,0.3333,0.1538,0.1199,0.0833,0.2500,0.2021
raw,bm25,0.5,0.75,19,0.0000,0.0000,0.0000,0.0142,0.0000,0.0667,0.0000
raw,bm25,0.5,0.75,20,0.3000,0.3333,0.3158,0.2490,0.1333,0.5000,0.3072
raw,bm25,0.5,0.75,21,0.1000,0.2500,0.1429,0.0783,0.0278,0.1111,0.1459
raw,bm25,0.5,0.75,22,0.0000,0.0000,0.0000,0.0016,0.0000,0.0016,0.0000
raw,bm25,0.5,0.75,23,0.1000,0.0312,0.0476,0.1162,0.0312,1.0000,0.2621
raw,bm25,0.5,0.75,24,0.2000,0.6667,0.3077,0.2810,0.2778,0.5000,0.5025
raw,bm25,0.5,0.75,25,0.5000,0.5556,0.5263,0.5222,0.4269,1.0000,0.5538
raw,bm25,0.5,0.75,26,0.2000,0.3333,0.2500,0.2321,0.1944,0.5000,0.3918
raw,bm25,0.5,0.75,27,0.1000,0.3333,0.1538,0.1028,0.0833,0.2500,0.2455
raw,bm25,0.5,0.75,28,0.0000,0.0000,0.0000,0.0016,0.0000,0.0015,0.0000
raw,bm25,0.5,0.75,29,0.3000,0.3333,0.3158,0.3112,0.1963,0.5000,0.2746
raw,bm25,0.5,0.75,30,0.2000,0.2857,0.2353,0.0839,0.0556,0.1667,0.1780
raw,bm25,0.5,0.75,31,0.0000,0.0000,0.0000,0.0007,0.0000,0.0007,0.0000
raw,bm25,0.5,0.75,32,0.0000,0.0000,0.0000,0.0143,0.0000,0.0122,0.0000
raw,bm25,0.5,0.75,33,0.2000,0.6667,0.3077,0.4798,0.3889,0.5000,0.4683
raw,bm25,0.5,0.75,34,0.2000,0.3333,0.2500,0.1822,0.0833,0.2500,0.1733
raw,bm25,0.5,0.75,35,0.0000,0.0000,0.0000,0.0185,0.0000,0.0213,0.0000
raw,bm25,0.5,0.75,36,0.0000,0.0000,0.0000,0.0476,0.0000,0.0909,0.0000
raw,bm25,0.5,0.75,37,0.2000,0.2222,0.2105,0.1355,0.0469,0.2000,0.1738
raw,bm25,0.5,0.75,38,0.0000,0.0000,0.0000,0.0662,0.0000,0.0714,0.0000
raw,bm25,0.5,0.75,39,0.2000,0.1538,0.1739,0.0987,0.0449,0.2500,0.1096
raw,bm25,0.5,0.75,40,0.0000,0.0000,0.0000,0.0351,0.0000,0.0303,0.0000
raw,bm25,0.5,0.75,41,0.3000,1.0000,0.4615,0.8333,0.8333,1.0000,0.9120
raw,bm25,0.5,0.75,42,0.2000,0.4000,0.2667,0.1673,0.1067,0.2000,0.2830
raw,bm25,0.5,0.75,43,0.4000,0.6667,0.5000,0.5548,0.5324,1.0000,0.7901
raw,bm25,0.5,0.75,44,0.0000,0.0000,0.0000,0.0026,0.0000,0.0016,0.0000
raw,bm25,0.5,0.75,45,0.1000,0.0833,0.0909,0.0892,0.0208,0.2500,0.1205
raw,bm25,0.5,0.75,46,0.3000,0.2000,0.2400,0.2767,0.1111,0.5000,0.2994
raw,bm25,0.5,0.75,47,0.5000,0.3571,0.4167,0.2974,0.1635,0.3333,0.4136
raw,bm25,0.5,0.75,48,0.2000,0.1818,0.1905,0.1561,0.1061,0.5000,0.2556
raw,bm25,0.5,0.75,49,0.1000,0.5000,0.1667,0.0983,0.0833,0.1667,0.2708
raw,bm25,0.5,0.75,50,0.0000,0.0000,0.0000,0.0236,0.0000,0.0556,0.0000
raw,bm25,0.5,0.75,51,0.3000,0.3000,0.3000,0.4174,0.2750,1.0000,0.3253
raw,bm25,0.5,0.75,52,0.2000,0.5000,0.2857,0.2895,0.2083,0.3333,0.4092
raw,bm25,0.5,0.75,53,0.3000,0.3000,0.3000,0.2528,0.1550,1.0000,0.3110
raw,bm25,0.5,0.75,54,0.3000,0.3333,0.3158,0.1846,0.1290,0.5000,0.3588
raw,bm25,0.5,0.75,55,0.2000,0.2000,0.2000,0.1808,0.0650,0.2500,0.1518
raw,bm25,0.5,0.75,56,0.2000,0.2000,0.2000,0.1292,0.0750,0.5000,0.1644
raw,bm25,0.5,0.75,57,0.0000,0.0000,0.0000,0.0679,0.0000,0.0714,0.0000
raw,bm25,0.5,0.75,58,0.2000,0.2222,0.2105,0.1179,0.0648,0.3333,0.2726
raw,bm25,0.5,0.75,59,0.1000,0.2500,0.1429,0.0932,0.0357,0.1429,0.1089
raw,bm25,0.5,0.75,60,0.3000,0.6000,0.4000,0.3765,0.3600,1.0000,0.4949
raw,bm25,0.5,0.75,61,0.2000,0.4000,0.2667,0.2822,0.2333,0.5000,0.4051
raw,bm25,0.5,0.75,62,0.0000,0.0000,0.0000,0.0215,0.0000,0.0435,0.0000
raw,bm25,0.5,0.75,63,0.0000,0.0000,0.0000,0.0051,0.0000,0.0042,0.0000
raw,bm25,0.5,0.75,64,0.0000,0.0000,0.0000,0.0537,0.0000,0.0909,0.0000
raw,bm25,0.5,0.75,65,0.3000,0.2000,0.2400,0.1674,0.0613,0.3333,0.2558
raw,bm25,0.5,0.75,66,0.1000,0.2000,0.1333,0.0777,0.0333,0.1667,0.1420
raw,bm25,0.5,0.75,67,0.4000,0.2857,0.3333,0.3209,0.1695,1.0000,0.4545
raw,bm25,0.5,0.75,68,0.1000,0.2000,0.1333,0.1222,0.0667,0.3333,0.2175
raw,bm25,0.5,0.75,69,0.1000,0.2000,0.1333,0.0520,0.0222,0.1111,0.1265
raw,bm25,0.5,0.75,70,0.1000,0.1000,0.1000,0.0826,0.0167,0.1667,0.0865
raw,bm25,0.5,0.75,71,0.1000,0.1250,0.1111,0.0547,0.0156,0.1250,0.1027
raw,bm25,0.5,0.75,72,0.1000,0.0588,0.0741,0.0297,0.0084,0.1429,0.0941
raw,bm25,0.5,0.75,73,0.5000,0.2500,0.3333,0.3128,0.1921,1.0000,0.5658
raw,bm25,0.5,0.75,74,0.1000,0.1667,0.1250,0.0807,0.0417,0.2500,0.1828
raw,bm25,0.5,0.75,75,0.0000,0.0000,0.0000,0.0273,0.0000,0.0345,0.0000
raw,bm25,0.5,0.75,76,0.3000,0.4286,0.3529,0.3262,0.2738,0.5000,0.4068
raw,bm25,0.5,0.75,77,0.4000,0.6667,0.5000,0.3969,0.3500,0.5000,0.4407
raw,bm25,0.5,0.75,78,0.3000,1.0000,0.4615,0.5778,0.5778,1.0000,0.7151
raw,bm25,0.5,0.75,79,0.1000,0.2000,0.1333,0.0622,0.0500,0.2500,0.1881
raw,bm25,0.5,0.75,80,0.0000,0.0000,0.0000,0.0065,0.0000,0.0047,0.0000
raw,bm25,0.5,0.75,81,0.1000,0.5000,0.1667,0.5769,0.5000,1.0000,0.2159
raw,bm25,0.5,0.75,82,0.3000,0.6000,0.4000,0.4356,0.4000,1.0000,0.6549
raw,bm25,0.5,0.75,83,0.1000,0.2500,0.1429,0.2588,0.2500,1.0000,0.3904
raw,bm25,0.5,0.75,84,0.3000,0.2727,0.2857,0.2966,0.2197,1.0000,0.3387
raw,bm25,0.5,0.75,85,0.1000,0.2500,0.1429,0.0621,0.0500,0.2000,0.0998
raw,bm25,0.5,0.75,86,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6934
raw,bm25,0.5,0.75,87,0.0000,0.0000,0.0000,0.0104,0.0000,0.0052,0.0000
raw,bm25,0.5,0.75,88,0.6000,1.0000,0.7500,0.5653,0.5653,0.3333,0.6419
raw,bm25,0.5,0.75,89,0.2000,0.3333,0.2500,0.3476,0.2222,1.0000,0.5254
raw,bm25,0.5,0.75,90,0.3000,0.2308,0.2609,0.2263,0.1227,0.5000,0.1972
raw,bm25,0.5,0.75,91,0.4000,0.4444,0.4211,0.3623,0.2481,1.0000,0.5171
raw,bm25,0.5,0.75,92,0.5000,0.3846,0.4348,0.4548,0.3301,1.0000,0.4238
raw,bm25,0.5,0.75,93,0.1000,1.0000,0.1818,0.5000,0.5000,0.5000,0.6309
raw,bm25,0.5,0.75,94,0.6000,0.5000,0.5455,0.4490,0.3359,0.5000,0.4085
raw,bm25,0.5,0.75,95,0.2000,1.0000,0.3333,0.6429,0.6429,1.0000,0.5039
raw,bm25,0.5,0.75,96,0.6000,0.4615,0.5217,0.3866,0.2742,0.3333,0.5057
raw,bm25,0.5,0.75,97,0.2000,0.2000,0.2000,0.1518,0.1286,1.0000,0.2852
raw,bm25,0.5,0.75,98,0.0000,0.0000,0.0000,0.0131,0.0000,0.0294,0.0000
raw,bm25,0.5,0.75,99,0.1000,0.2500,0.1429,0.0610,0.0357,0.1429,0.1481
raw,bm25,0.5,0.75,100,0.3000,0.3333,0.3158,0.3163,0.2685,1.0000,0.4843
raw,bm25,0.5,0.75,101,0.5000,0.8333,0.6250,0.5670,0.5045,1.0000,0.7025
raw,bm25,0.5,0.75,102,0.2000,0.5000,0.2857,0.3383,0.3214,1.0000,0.4096
raw,bm25,0.5,0.75,103,0.0000,0.0000,0.0000,0.0179,0.0000,0.0333,0.0000
raw,bm25,0.5,0.75,104,0.1000,0.2000,0.1333,0.0823,0.0667,0.3333,0.1696
raw,bm25,0.5,0.75,105,0.2000,0.4000,0.2667,0.3944,0.3333,1.0000,0.6332
raw,bm25,0.5,0.75,106,0.3000,0.6000,0.4000,0.2186,0.1900,0.2500,0.3408
raw,bm25,0.5,0.75,107,0.2000,0.2857,0.2353,0.2300,0.1286,0.5000,0.2911
raw,bm25,0.5,0.75,108,0.5000,0.7143,0.5882,0.7958,0.6619,1.0000,0.7296
raw,bm25,0.5,0.75,109,0.0000,0.0000,0.0000,0.0275,0.0000,0.0455,0.0000
raw,bm25,0.5,0.75,110,0.0000,0.0000,0.0000,0.0089,0.0000,0.0080,0.0000
raw,bm25,0.5,0.75,111,0.1000,0.1429,0.1176,0.1814,0.0476,0.3333,0.1063
raw,bm25,0.5,0.75,112,0.1000,0.5000,0.1667,0.3333,0.2500,0.5000,0.2398
raw,bm25,0.5,0.75,113,0.2000,0.5000,0.2857,0.1949,0.1667,0.3333,0.3342
raw,bm25,0.5,0.75,114,0.0000,0.0000,0.0000,0.0238,0.0000,0.0400,0.0000
raw,bm25,0.5,0.75,115,0.0000,0.0000,0.0000,0.0508,0.0000,0.0455,0.0000
raw,bm25,0.5,0.75,116,0.0000,0.0000,0.0000,0.0429,0.0000,0.0500,0.0000
raw,bm25,0.5,0.75,117,0.0000,0.0000,0.0000,0.0284,0.0000,0.0370,0.0000
raw,bm25,0.5,0.75,118,0.2000,0.6667,0.3077,0.2144,0.1944,0.2500,0.3668
raw,bm25,0.5,0.75,119,0.0000,0.0000,0.0000,0.0455,0.0000,0.0455,0.0000
raw,bm25,0.5,0.75,120,0.3000,0.3333,0.3158,0.3493,0.1772,0.5000,0.3769
raw,bm25,0.5,0.75,121,0.4000,0.5714,0.4706,0.4713,0.3881,0.5000,0.5209
raw,bm25,0.5,0.75,122,0.1000,0.1111,0.1053,0.1034,0.0185,0.1667,0.0352
raw,bm25,0.5,0.75,123,0.0000,0.0000,0.0000,0.0234,0.0000,0.0217,0.0000
raw,bm25,0.5,0.75,124,0.0000,0.0000,0.0000,0.0036,0.0000,0.0044,0.0000
raw,bm25,0.5,0.75,125,0.3000,0.1765,0.2222,0.2581,0.1157,1.0000,0.4098
